event_id,timestamp,stage,status,object_id,phase,label,planner,waypoints,duration_ms,grip,target_xyz,ignored_body_names,failure_reason,collision_pair,obstacle_distance,extra_json
174,2026-05-14T06:00:40.968,TRAJECTORY_WAYPOINT,EXEC,,,,,14/53,,0.0150,,,,,,"{""q"": [-0.7553, 0.5395, 0.0179, -1.6042, -0.0104, 2.1378, -1.3154]}"
175,2026-05-14T06:00:41.249,TRAJECTORY_WAYPOINT,EXEC,,,,,27/53,,0.0150,,,,,,"{""q"": [-0.6267, 0.5244, 0.0841, -1.6241, -0.047, 2.1436, -1.1952]}"
176,2026-05-14T06:00:41.535,TRAJECTORY_WAYPOINT,EXEC,,,,,40/53,,0.0150,,,,,,"{""q"": [-0.4981, 0.5093, 0.1503, -1.644, -0.0836, 2.1493, -1.0749]}"
177,2026-05-14T06:00:41.816,TRAJECTORY_WAYPOINT,EXEC,,,,,53/53,,0.0150,,,,,,"{""q"": [-0.3696, 0.4942, 0.2164, -1.6639, -0.1202, 2.1551, -0.9546]}"
178,2026-05-14T06:00:41.878,TRAJECTORY_EXEC,OK,,,,,53,1181,,,,,,,
179,2026-05-14T06:00:41.878,MOVE_POSE,OK,,"place(0.275, -0.125) preplace",,,,,,,,,,,
180,2026-05-14T06:00:41.878,MOVE_POSE,START,,"place(0.275, -0.125) release",,,,,0.0150,"[0.275, -0.125, 0.99]","[""cube1""]",,,,
181,2026-05-14T06:00:41.974,IK_SOLVE,OK,,"place(0.275, -0.125) release",,,,,,"[0.275, -0.125, 0.99]",,,,,"{""pos_err"": 0.008, ""ori_err"": 0.00098, ""iterations"": 323}"
182,2026-05-14T06:00:42.143,IK_ELBOW_UP,FAILED,,"place(0.275, -0.125) release",,,,,,,,,,,"{""pos_err"": 0.02465, ""ori_err"": 0.00969, ""iterations"": 600}"
183,2026-05-14T06:00:42.143,OMPL_PLAN,START,,"place(0.275, -0.125) release",,RRTConnect,,,0.0150,,"[""cube1""]",,,,"{""time_limit"": 3.0, ""start_q"": [-0.3753, 0.5038, 0.2149, -1.6684, -0.1186, 2.1541, -0.963], ""goal_q"": [-0.314, 0.7065, 0.1496, -1.6755, -0.14, 2.3707, -0.9374]}"
184,2026-05-14T06:00:42.598,OMPL_PLAN,OK,,"place(0.275, -0.125) release",,BITstar,22,454,,,,,,,"{""path_length"": 0.3117, ""selected_goal_q"": [-0.31396370967115983, 0.7064921892627204, 0.14955257031495117, -1.6754683322376513, -0.140034002440349, 2.37068568250311, -0.9374040935354008]}"
185,2026-05-14T06:00:42.598,TRAJECTORY_EXEC,START,,,,,22,,0.0150,,"[""cube1""]",,,,"{""settle_steps_per_wp"": 8, ""final_settle_steps"": 15}"
186,2026-05-14T06:00:42.598,TRAJECTORY_WAYPOINT,EXEC,,,,,1/22,,0.0150,,,,,,"{""q"": [-0.3753, 0.5038, 0.2149, -1.6684, -0.1186, 2.1541, -0.963]}"
187,2026-05-14T06:00:42.704,TRAJECTORY_WAYPOINT,EXEC,,,,,6/22,,0.0150,,,,,,"{""q"": [-0.3607, 0.5521, 0.1993, -1.6701, -0.1237, 2.2057, -0.9569]}"
188,2026-05-14T06:00:42.814,TRAJECTORY_WAYPOINT,EXEC,,,,,11/22,,0.0150,,,,,,"{""q"": [-0.3461, 0.6003, 0.1838, -1.6718, -0.1288, 2.2572, -0.9508]}"
