file,task,scene,reason,count
align_cubes_group_no_obs_20260526_232400.csv,align_cubes,group_no_obs,pick,1
align_tabung_group_no_obs_20260526_231404.csv,align_tabung,group_no_obs,pick,2
align_cubes_group_obs_20260527_215406.csv,align_cubes,group_obs,object_near_obstacle_safety_skip,2
align_cubes_group_obs_20260527_215406.csv,align_cubes,group_obs,object_not_on_target_after_place,1
align_tabung_group_obs_20260527_205059.csv,align_tabung,group_obs,object_displaced_below_table,1
align_tabung_group_obs_20260527_205059.csv,align_tabung,group_obs,object_near_obstacle_safety_skip,2
