event_id,timestamp,stage,status,arm,object_id,phase,label,planner,attempt,waypoints,duration_ms,grip,target_xyz,actual_xyz,ee_xyz,object_xyz,object_z,held_object,finger_pos,q,q_target,q_error_norm,pos_err,ori_err,iterations,distance_to_target,ignored_body_names,failure_reason,collision_pair,contact_count,penetration,obstacle_distance,extra_json,run_id,task,scene,run_ts,is_event,file,scenario_type,obstacle_mode,backend,candidate_id,seed_id,joint_limit_valid,state_valid,state_invalid_reason,ompl_result,execution_result,timestamp_dt
19,2026-05-26T23:12:54.121,OMPL_PLAN,START,left,,pick(circle1) pregrasp,,RRTConnect,,,,0.04,,,"[0.2114, -0.0001, 1.0]",,,,0.04,"[-0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511]","[0.3804, -0.1009, 0.1783, -2.4712, 0.0308, 2.3666, -0.4018]",0.9724,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511], ""goal_q"": [0.3804, -0.1009, 0.1783, -2.4712, 0.0308, 2.3666, -0.4018], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:12:54.121
20,2026-05-26T23:12:54.322,OMPL_PLAN,OK,left,,pick(circle1) pregrasp,,RRTConnect,,99.0,173.0,,,,"[0.2114, -0.0001, 1.0]",,,,0.04,"[-0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511]","[0.3804, -0.1009, 0.1783, -2.4712, 0.0308, 2.3666, -0.4018]",0.9724,,,,,,,,,,,"{""path_length"": 0.9724, ""selected_goal_q"": [0.3803543438386005, -0.10088686145471479, 0.17827933654677983, -2.4711768190337593, 0.030842498163282977, 2.366628924538685, -0.4018256352161234]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:12:54.322
33,2026-05-26T23:12:58.745,OMPL_PLAN,START,left,,pick(circle1) grasp,,RRTConnect,,,,0.04,,,"[-0.0073, 0.2454, 1.1255]",,,,0.04,"[0.3802, -0.0957, 0.1786, -2.4757, 0.0307, 2.3659, -0.4022]","[0.4727, 0.3459, 0.0729, -2.5194, -0.0573, 2.8523, -0.3762]",0.6794,,,,,"[""circle1""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.3802, -0.0957, 0.1786, -2.4757, 0.0307, 2.3659, -0.4022], ""goal_q"": [0.4727, 0.3459, 0.0729, -2.5194, -0.0573, 2.8523, -0.3762], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:12:58.745
34,2026-05-26T23:12:58.876,OMPL_PLAN,OK,left,,pick(circle1) grasp,,RRTConnect,,69.0,98.0,,,,"[-0.0073, 0.2454, 1.1255]",,,,0.04,"[0.3802, -0.0957, 0.1786, -2.4757, 0.0307, 2.3659, -0.4022]","[0.4727, 0.3459, 0.0729, -2.5194, -0.0573, 2.8523, -0.3762]",0.6794,,,,,,,,,,,"{""path_length"": 0.6794, ""selected_goal_q"": [0.47270759712388094, 0.3459305436681491, 0.07292900574582213, -2.5194218969253988, -0.05734537617074331, 2.852278106999115, -0.3761773709778713]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:12:58.876
48,2026-05-26T23:13:02.799,OMPL_PLAN,START,left,,pick(circle1) lift,,RRTConnect,,,,0.014,,,"[-0.0158, 0.2399, 0.944]","[-0.0185, 0.2406, 0.8381]",,circle1,0.0235,"[0.4727, 0.3521, 0.0727, -2.5226, -0.0574, 2.8515, -0.3762]","[0.4941, -0.1217, 0.0665, -2.4914, 0.0151, 2.3715, -0.4373]",0.6822,,,,,"[""circle1""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.4727, 0.3521, 0.0727, -2.5226, -0.0574, 2.8515, -0.3762], ""goal_q"": [0.4941, -0.1217, 0.0665, -2.4914, 0.0151, 2.3715, -0.4373], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:02.799
49,2026-05-26T23:13:02.926,OMPL_PLAN,OK,left,,pick(circle1) lift,,RRTConnect,,70.0,88.0,,,,"[-0.0158, 0.2399, 0.944]","[-0.0185, 0.2406, 0.8381]",,circle1,0.0235,"[0.4727, 0.3521, 0.0727, -2.5226, -0.0574, 2.8515, -0.3762]","[0.4941, -0.1217, 0.0665, -2.4914, 0.0151, 2.3715, -0.4373]",0.6822,,,,,,,,,,,"{""path_length"": 0.6822, ""selected_goal_q"": [0.4941057846792422, -0.12173937532288126, 0.06645153544168199, -2.491366054684168, 0.01505337040013695, 2.371461748714698, -0.43727059461193907]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:02.926
67,2026-05-26T23:13:06.666,OMPL_PLAN,START,left,,"place(0.062, 0.005) preplace",,RRTConnect,,,,0.014,,,"[-0.0129, 0.243, 1.1278]","[-0.0141, 0.2447, 1.0167]",,circle1,0.0239,"[0.4941, -0.1167, 0.0666, -2.4962, 0.0148, 2.3711, -0.4372]","[0.2063, -0.097, -0.18, -2.4745, -0.039, 2.3803, -0.7706]",0.5086,,,,,"[""circle1""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.4941, -0.1167, 0.0666, -2.4962, 0.0148, 2.3711, -0.4372], ""goal_q"": [0.2063, -0.097, -0.18, -2.4745, -0.039, 2.3803, -0.7706], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:06.666
68,2026-05-26T23:13:06.789,OMPL_PLAN,OK,left,,"place(0.062, 0.005) preplace",,RRTConnect,,52.0,94.0,,,,"[-0.0129, 0.243, 1.1278]","[-0.0141, 0.2447, 1.0167]",,circle1,0.0239,"[0.4941, -0.1167, 0.0666, -2.4962, 0.0148, 2.3711, -0.4372]","[0.2063, -0.097, -0.18, -2.4745, -0.039, 2.3803, -0.7706]",0.5086,,,,,,,,,,,"{""path_length"": 0.5086, ""selected_goal_q"": [0.2062528476167665, -0.09700496901064623, -0.18000775989879564, -2.4744677533267105, -0.03895752188195403, 2.3803208094472548, -0.7706279491841569]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:06.789
80,2026-05-26T23:13:09.617,OMPL_PLAN,START,left,,"place(0.062, 0.005) release",,RRTConnect,,,,0.014,,,"[0.0631, 0.0122, 1.1235]","[0.0621, 0.0136, 1.0091]",,circle1,0.0242,"[0.2064, -0.0922, -0.1803, -2.4795, -0.039, 2.3795, -0.7699]","[0.1443, 0.2257, -0.1223, -2.5037, 0.051, 2.7155, -0.8308]",0.4833,,,,,"[""circle1""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.2064, -0.0922, -0.1803, -2.4795, -0.039, 2.3795, -0.7699], ""goal_q"": [0.1443, 0.2257, -0.1223, -2.5037, 0.051, 2.7155, -0.8308], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:09.617
81,2026-05-26T23:13:09.759,OMPL_PLAN,OK,left,,"place(0.062, 0.005) release",,RRTConnect,,50.0,116.0,,,,"[0.0631, 0.0122, 1.1235]","[0.0621, 0.0136, 1.0091]",,circle1,0.0242,"[0.2064, -0.0922, -0.1803, -2.4795, -0.039, 2.3795, -0.7699]","[0.1443, 0.2257, -0.1223, -2.5037, 0.051, 2.7155, -0.8308]",0.4833,,,,,,,,,,,"{""path_length"": 0.4833, ""selected_goal_q"": [0.14434606871521086, 0.22574483126676462, -0.12229764064917462, -2.503721097031062, 0.05103659361215908, 2.7154866018595376, -0.8308030788175043]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:09.759
98,2026-05-26T23:13:14.298,OMPL_PLAN,START,left,,"place(0.062, 0.005) retreat",,RRTConnect,,,,0.04,,,"[0.0647, 0.006, 0.9923]","[0.0612, 0.0066, 0.8382]",,circle1,0.04,"[0.1443, 0.2317, -0.1222, -2.5075, 0.0509, 2.7147, -0.8308]","[0.1017, -0.1727, -0.0888, -2.3945, -0.0194, 2.2261, -0.7909]",0.6516,,,,,"[""circle1""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.1443, 0.2317, -0.1222, -2.5075, 0.0509, 2.7147, -0.8308], ""goal_q"": [0.1017, -0.1727, -0.0888, -2.3945, -0.0194, 2.2261, -0.7909], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:14.298
99,2026-05-26T23:13:14.442,OMPL_PLAN,OK,left,,"place(0.062, 0.005) retreat",,RRTConnect,,67.0,99.0,,,,"[0.0647, 0.006, 0.9923]","[0.0612, 0.0066, 0.8382]",,circle1,0.04,"[0.1443, 0.2317, -0.1222, -2.5075, 0.0509, 2.7147, -0.8308]","[0.1017, -0.1727, -0.0888, -2.3945, -0.0194, 2.2261, -0.7909]",0.6516,,,,,,,,,,,"{""path_length"": 0.6516, ""selected_goal_q"": [0.10167130687069025, -0.1727197690571205, -0.08880889984700745, -2.394451429437747, -0.0193634279847384, 2.226062759132002, -0.790880231880466]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:14.442
110,2026-05-26T23:13:17.313,OMPL_PLAN,START,left,,"transit after place(0.062, 0.005)",,RRTConnect,,,,0.04,,,"[0.0697, 0.0053, 1.1799]",,,,0.04,"[0.1017, -0.1679, -0.0889, -2.3996, -0.0195, 2.2258, -0.791]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.8686,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.1017, -0.1679, -0.0889, -2.3996, -0.0195, 2.2258, -0.791], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:17.313
111,2026-05-26T23:13:17.468,OMPL_PLAN,OK,left,,"transit after place(0.062, 0.005)",,RRTConnect,,88.0,127.0,,,,"[0.0697, 0.0053, 1.1799]",,,,0.04,"[0.1017, -0.1679, -0.0889, -2.3996, -0.0195, 2.2258, -0.791]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.8686,,,,,,,,,,,"{""path_length"": 0.8686, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:17.468
130,2026-05-26T23:13:22.740,OMPL_PLAN,START,left,,pick(circle2) pregrasp,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.3783, 0.241, 0.1886, -2.0249, -0.0452, 2.2674, -0.385]",0.6744,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.3783, 0.241, 0.1886, -2.0249, -0.0452, 2.2674, -0.385], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:22.740
131,2026-05-26T23:13:22.845,OMPL_PLAN,OK,left,,pick(circle2) pregrasp,,RRTConnect,,69.0,76.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.3783, 0.241, 0.1886, -2.0249, -0.0452, 2.2674, -0.385]",0.6744,,,,,,,,,,,"{""path_length"": 0.6744, ""selected_goal_q"": [0.37828353885425897, 0.24098799640324264, 0.18856444668295622, -2.0249129977761684, -0.045171308672878045, 2.267399814467757, -0.384977293095961]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:22.845
143,2026-05-26T23:13:24.387,OMPL_PLAN,START,left,,pick(circle2) grasp,,RRTConnect,,,,0.04,,,"[0.0998, 0.3135, 1.1268]",,,,0.04,"[0.3785, 0.2481, 0.1889, -2.0298, -0.0453, 2.2669, -0.3856]","[0.4707, 0.5874, 0.092, -2.036, -0.0931, 2.6106, -0.3728]",0.5037,,,,,"[""circle2""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.3785, 0.2481, 0.1889, -2.0298, -0.0453, 2.2669, -0.3856], ""goal_q"": [0.4707, 0.5874, 0.092, -2.036, -0.0931, 2.6106, -0.3728], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:24.387
144,2026-05-26T23:13:24.722,OMPL_PLAN,OK,left,,pick(circle2) grasp,,RRTConnect,,52.0,71.0,,,,"[0.0998, 0.3135, 1.1268]",,,,0.04,"[0.3785, 0.2481, 0.1889, -2.0298, -0.0453, 2.2669, -0.3856]","[0.4707, 0.5874, 0.092, -2.036, -0.0931, 2.6106, -0.3728]",0.5037,,,,,,,,,,,"{""path_length"": 0.5037, ""selected_goal_q"": [0.4707126761231076, 0.5874277013453008, 0.09199216906475119, -2.035988140182728, -0.09312558073665521, 2.610630411013203, -0.37275451615447064]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:24.722
158,2026-05-26T23:13:27.980,OMPL_PLAN,START,left,,pick(circle2) lift,,RRTConnect,,,,0.014,,,"[0.0974, 0.3162, 0.9446]","[0.0946, 0.3194, 0.8379]",,circle2,0.0238,"[0.4707, 0.5956, 0.0915, -2.0401, -0.0932, 2.6099, -0.3728]","[0.4851, 0.2516, 0.0863, -2.0128, -0.0256, 2.2696, -0.4245]",0.4922,,,,,"[""circle2""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.4707, 0.5956, 0.0915, -2.0401, -0.0932, 2.6099, -0.3728], ""goal_q"": [0.4851, 0.2516, 0.0863, -2.0128, -0.0256, 2.2696, -0.4245], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:27.980
159,2026-05-26T23:13:28.104,OMPL_PLAN,OK,left,,pick(circle2) lift,,RRTConnect,,51.0,92.0,,,,"[0.0974, 0.3162, 0.9446]","[0.0946, 0.3194, 0.8379]",,circle2,0.0238,"[0.4707, 0.5956, 0.0915, -2.0401, -0.0932, 2.6099, -0.3728]","[0.4851, 0.2516, 0.0863, -2.0128, -0.0256, 2.2696, -0.4245]",0.4922,,,,,,,,,,,"{""path_length"": 0.4922, ""selected_goal_q"": [0.4850851635235525, 0.251628100413725, 0.08633458520433893, -2.012824119343291, -0.025575052869284836, 2.269649103232136, -0.4244685725126458]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:28.104
177,2026-05-26T23:13:31.046,OMPL_PLAN,START,left,,"place(0.168, 0.005) preplace",,RRTConnect,,,,0.014,,,"[0.1006, 0.3192, 1.1239]","[0.0989, 0.3238, 1.0137]",,circle2,0.024,"[0.4851, 0.259, 0.0862, -2.0177, -0.0258, 2.2693, -0.4243]","[0.1621, 0.1797, -0.1425, -2.1224, 0.0217, 2.3037, -0.7673]",0.5431,,,,,"[""circle2""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.4851, 0.259, 0.0862, -2.0177, -0.0258, 2.2693, -0.4243], ""goal_q"": [0.1621, 0.1797, -0.1425, -2.1224, 0.0217, 2.3037, -0.7673], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:31.046
178,2026-05-26T23:13:31.159,OMPL_PLAN,OK,left,,"place(0.168, 0.005) preplace",,RRTConnect,,56.0,85.0,,,,"[0.1006, 0.3192, 1.1239]","[0.0989, 0.3238, 1.0137]",,circle2,0.024,"[0.4851, 0.259, 0.0862, -2.0177, -0.0258, 2.2693, -0.4243]","[0.1621, 0.1797, -0.1425, -2.1224, 0.0217, 2.3037, -0.7673]",0.5431,,,,,,,,,,,"{""path_length"": 0.5431, ""selected_goal_q"": [0.1621009715315168, 0.17968818260482264, -0.1425030043971763, -2.1224211201081977, 0.021747431374653004, 2.303681475435, -0.7673058700019586]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:31.159
190,2026-05-26T23:13:34.193,OMPL_PLAN,START,left,,"place(0.168, 0.005) release",,RRTConnect,,,,0.014,,,"[0.1649, 0.0122, 1.1222]","[0.164, 0.0161, 1.0084]",,circle2,0.0241,"[0.1619, 0.1866, -0.143, -2.1275, 0.0216, 2.3029, -0.7666]","[0.1081, 0.4311, -0.0953, -2.1476, 0.068, 2.5655, -0.8003]",0.371,,,,,"[""circle2""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.1619, 0.1866, -0.143, -2.1275, 0.0216, 2.3029, -0.7666], ""goal_q"": [0.1081, 0.4311, -0.0953, -2.1476, 0.068, 2.5655, -0.8003], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:34.193
191,2026-05-26T23:13:34.313,OMPL_PLAN,OK,left,,"place(0.168, 0.005) release",,RRTConnect,,39.0,89.0,,,,"[0.1649, 0.0122, 1.1222]","[0.164, 0.0161, 1.0084]",,circle2,0.0241,"[0.1619, 0.1866, -0.143, -2.1275, 0.0216, 2.3029, -0.7666]","[0.1081, 0.4311, -0.0953, -2.1476, 0.068, 2.5655, -0.8003]",0.371,,,,,,,,,,,"{""path_length"": 0.371, ""selected_goal_q"": [0.10813361769600886, 0.43114566087082307, -0.09533439816380182, -2.14755394329108, 0.06804018212630224, 2.56546643747827, -0.8003338038661799]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:34.313
208,2026-05-26T23:13:38.307,OMPL_PLAN,START,left,,"place(0.168, 0.005) retreat",,RRTConnect,,,,0.04,,,"[0.1657, 0.0057, 0.9919]","[0.1622, 0.0085, 0.8382]",,circle2,0.04,"[0.1081, 0.4387, -0.0951, -2.1519, 0.0679, 2.5647, -0.8003]","[0.095, 0.1127, -0.0886, -2.06, 0.0123, 2.1815, -0.7709]",0.5155,,,,,"[""circle2""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [0.1081, 0.4387, -0.0951, -2.1519, 0.0679, 2.5647, -0.8003], ""goal_q"": [0.095, 0.1127, -0.0886, -2.06, 0.0123, 2.1815, -0.7709], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:38.307
209,2026-05-26T23:13:38.419,OMPL_PLAN,OK,left,,"place(0.168, 0.005) retreat",,RRTConnect,,53.0,77.0,,,,"[0.1657, 0.0057, 0.9919]","[0.1622, 0.0085, 0.8382]",,circle2,0.04,"[0.1081, 0.4387, -0.0951, -2.1519, 0.0679, 2.5647, -0.8003]","[0.095, 0.1127, -0.0886, -2.06, 0.0123, 2.1815, -0.7709]",0.5155,,,,,,,,,,,"{""path_length"": 0.5155, ""selected_goal_q"": [0.09496776647876055, 0.11271510873940441, -0.0885570749748377, -2.0600142405091373, 0.012336169598079217, 2.1814867700659373, -0.7708569810335495]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:38.419
219,2026-05-26T23:13:40.770,OMPL_PLAN,START,left,,"transit after place(0.168, 0.005)",,RRTConnect,,,,0.04,,,"[0.1686, 0.0049, 1.1763]",,,,0.04,"[0.095, 0.1193, -0.0885, -2.0651, 0.0122, 2.1812, -0.7709]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.5395,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.095, 0.1193, -0.0885, -2.0651, 0.0122, 2.1812, -0.7709], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:40.770
220,2026-05-26T23:13:40.866,OMPL_PLAN,OK,left,,"transit after place(0.168, 0.005)",,RRTConnect,,55.0,69.0,,,,"[0.1686, 0.0049, 1.1763]",,,,0.04,"[0.095, 0.1193, -0.0885, -2.0651, 0.0122, 2.1812, -0.7709]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.5395,,,,,,,,,,,"{""path_length"": 0.5395, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:40.866
241,2026-05-26T23:13:45.136,OMPL_PLAN,START,left,,pick(circle3) pregrasp,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.3193, 0.4445, 0.0871, -1.7092, -0.0425, 2.1605, -0.4804]",0.6164,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.3193, 0.4445, 0.0871, -1.7092, -0.0425, 2.1605, -0.4804], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:45.136
242,2026-05-26T23:13:45.260,OMPL_PLAN,OK,left,,pick(circle3) pregrasp,,RRTConnect,,63.0,98.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.3193, 0.4445, 0.0871, -1.7092, -0.0425, 2.1605, -0.4804]",0.6164,,,,,,,,,,,"{""path_length"": 0.6164, ""selected_goal_q"": [0.3193415061608019, 0.44446742949124146, 0.08709972030011488, -1.7091697116427365, -0.04252699187470872, 2.1605075620571745, -0.4803628600080582]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:45.260
253,2026-05-26T23:13:46.469,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2049, -0.0001, 0.9816]",,,,0.04,"[0.0, 0.5454, -0.0002, -1.989, -0.0003, 2.4935, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0187,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5454, -0.0002, -1.989, -0.0003, 2.4935, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:46.469
254,2026-05-26T23:13:46.601,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,3.0,79.0,,,,"[0.2049, -0.0001, 0.9816]",,,,0.04,"[0.0, 0.5454, -0.0002, -1.989, -0.0003, 2.4935, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0187,,,,,,,,,,,"{""path_length"": 0.0187, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_tabung_group_no_obs_20260526_231242,align_tabung,group_no_obs,2026-05-26 23:12:42,True,align_tabung_group_no_obs_20260526_231242_events.csv,,,,,,,,,,,2026-05-26 23:13:46.601
