event_id,timestamp,stage,status,arm,object_id,phase,label,planner,attempt,waypoints,duration_ms,grip,target_xyz,actual_xyz,ee_xyz,object_xyz,object_z,held_object,finger_pos,q,q_target,q_error_norm,pos_err,ori_err,iterations,distance_to_target,ignored_body_names,failure_reason,collision_pair,contact_count,penetration,obstacle_distance,extra_json,run_id,task,scene,run_ts,is_event,file,scenario_type,obstacle_mode,backend,candidate_id,seed_id,joint_limit_valid,state_valid,state_invalid_reason,ompl_result,execution_result,timestamp_dt
354,2026-05-27T19:42:50.939,OMPL_PLAN,START,left,,pick(cube2) lift,,RRTConnect,,,,0.015,,,"[0.0952, -0.4299, 0.9287]","[0.0805, -0.4572, 0.8294]",,cube2,0.0198,"[-0.5228, 0.7868, -0.2042, -1.744, 0.2338, 2.486, -1.2368]","[-0.5134, 0.4687, -0.293, -1.7303, 0.1607, 2.1823, -1.2487]",0.455,,,,,"[""cube2""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.5228, 0.7868, -0.2042, -1.744, 0.2338, 2.486, -1.2368], ""goal_q"": [-0.5134, 0.4687, -0.293, -1.7303, 0.1607, 2.1823, -1.2487], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:42:50.939
355,2026-05-27T19:42:51.062,OMPL_PLAN,OK,left,,pick(cube2) lift,,RRTConnect,,47.0,94.0,,,,"[0.0952, -0.4299, 0.9287]","[0.0805, -0.4572, 0.8294]",,cube2,0.0198,"[-0.5228, 0.7868, -0.2042, -1.744, 0.2338, 2.486, -1.2368]","[-0.5134, 0.4687, -0.293, -1.7303, 0.1607, 2.1823, -1.2487]",0.455,,,,,,,,,,,"{""path_length"": 0.455, ""selected_goal_q"": [-0.5134260708679821, 0.4686778286798243, -0.2930132230795573, -1.7302663791019974, 0.16069298926958597, 2.1823223928554456, -1.2486640713389936]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:42:51.062
369,2026-05-27T19:42:54.299,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.0746, -0.4596, 1.1136]","[0.0794, -0.4593, 0.8294]",,cube2,0.04,"[-0.5134, 0.4771, -0.2921, -1.7356, 0.1605, 2.1816, -1.2487]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.8854,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.5134, 0.4771, -0.2921, -1.7356, 0.1605, 2.1816, -1.2487], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:42:54.299
370,2026-05-27T19:42:54.436,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,90.0,102.0,,,,"[0.0746, -0.4596, 1.1136]","[0.0794, -0.4593, 0.8294]",,cube2,0.04,"[-0.5134, 0.4771, -0.2921, -1.7356, 0.1605, 2.1816, -1.2487]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.8854,,,,,,,,,,,"{""path_length"": 0.8854, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:42:54.436
385,2026-05-27T19:42:59.468,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:42:59.468
386,2026-05-27T19:42:59.522,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,24.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:42:59.522
436,2026-05-27T19:43:10.486,OMPL_PLAN,START,left,,pick(cube3) pregrasp,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[-0.4085, 0.6048, -0.2352, -1.4843, 0.1528, 2.0767, -1.1117]",0.8975,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [-0.4085, 0.6048, -0.2352, -1.4843, 0.1528, 2.0767, -1.1117], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:43:10.486
437,2026-05-27T19:43:10.634,OMPL_PLAN,OK,left,,pick(cube3) pregrasp,,RRTConnect,,91.0,119.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[-0.4085, 0.6048, -0.2352, -1.4843, 0.1528, 2.0767, -1.1117]",0.8975,,,,,,,,,,,"{""path_length"": 0.8975, ""selected_goal_q"": [-0.40846154950296, 0.60477428089995, -0.23517399401305525, -1.484267032951508, 0.15280545262382877, 2.07668214961274, -1.1116909124547611]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:43:10.634
498,2026-05-27T19:43:29.861,OMPL_PLAN,START,left,,pick(cube3) grasp,,RRTConnect,,,,0.04,,,"[0.1865, -0.3959, 1.1193]",,,,0.04,"[-0.4089, 0.6136, -0.235, -1.4901, 0.1525, 2.0762, -1.1112]","[-0.4035, 0.9372, -0.1765, -1.4312, 0.1999, 2.3482, -1.0931]",0.4338,,,,,"[""cube3""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.4089, 0.6136, -0.235, -1.4901, 0.1525, 2.0762, -1.1112], ""goal_q"": [-0.4035, 0.9372, -0.1765, -1.4312, 0.1999, 2.3482, -1.0931], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:43:29.861
499,2026-05-27T19:43:29.984,OMPL_PLAN,OK,left,,pick(cube3) grasp,,RRTConnect,,45.0,86.0,,,,"[0.1865, -0.3959, 1.1193]",,,,0.04,"[-0.4089, 0.6136, -0.235, -1.4901, 0.1525, 2.0762, -1.1112]","[-0.4035, 0.9372, -0.1765, -1.4312, 0.1999, 2.3482, -1.0931]",0.4338,,,,,,,,,,,"{""path_length"": 0.4338, ""selected_goal_q"": [-0.40345882990832677, 0.9372385199152808, -0.17652605461824616, -1.4311706437944687, 0.19991161025898058, 2.3481652779272197, -1.0930505860617188]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:43:29.984
547,2026-05-27T19:43:40.251,OMPL_PLAN,START,left,,pick(cube3) lift,,RRTConnect,,,,0.015,,,"[0.2117, -0.3702, 0.9255]","[0.1957, -0.4012, 0.8294]",,cube3,0.0171,"[-0.4034, 0.9474, -0.1756, -1.4361, 0.1998, 2.3474, -1.0931]","[-0.4108, 0.645, -0.2367, -1.4358, 0.1606, 2.0675, -1.1171]",0.4191,,,,,"[""cube3""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.4034, 0.9474, -0.1756, -1.4361, 0.1998, 2.3474, -1.0931], ""goal_q"": [-0.4108, 0.645, -0.2367, -1.4358, 0.1606, 2.0675, -1.1171], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:43:40.251
548,2026-05-27T19:43:40.338,OMPL_PLAN,OK,left,,pick(cube3) lift,,RRTConnect,,43.0,62.0,,,,"[0.2117, -0.3702, 0.9255]","[0.1957, -0.4012, 0.8294]",,cube3,0.0171,"[-0.4034, 0.9474, -0.1756, -1.4361, 0.1998, 2.3474, -1.0931]","[-0.4108, 0.645, -0.2367, -1.4358, 0.1606, 2.0675, -1.1171]",0.4191,,,,,,,,,,,"{""path_length"": 0.4191, ""selected_goal_q"": [-0.41079978497608316, 0.6450488398094358, -0.23665281165000163, -1.435756378721999, 0.1606185196146772, 2.067535098118329, -1.1171369996752845]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:43:40.338
562,2026-05-27T19:43:43.901,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.1952, -0.3998, 1.1121]","[0.19, -0.4029, 0.8294]",,cube3,0.04,"[-0.4108, 0.6545, -0.2358, -1.4413, 0.1604, 2.0668, -1.1171]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.935,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.4108, 0.6545, -0.2358, -1.4413, 0.1604, 2.0668, -1.1171], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:43:43.901
563,2026-05-27T19:43:44.043,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,95.0,117.0,,,,"[0.1952, -0.3998, 1.1121]","[0.19, -0.4029, 0.8294]",,cube3,0.04,"[-0.4108, 0.6545, -0.2358, -1.4413, 0.1604, 2.0668, -1.1171]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.935,,,,,,,,,,,"{""path_length"": 0.935, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:43:44.043
578,2026-05-27T19:43:49.376,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:43:49.376
579,2026-05-27T19:43:49.443,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,35.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[-0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:43:49.443
672,2026-05-27T19:44:11.037,OMPL_PLAN,START,left,,pick(cube4) pregrasp,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[-0.2994, 0.7112, -0.1971, -1.4462, 0.157, 2.1388, -1.0029]",0.8146,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [-0.2994, 0.7112, -0.1971, -1.4462, 0.157, 2.1388, -1.0029], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:44:11.037
673,2026-05-27T19:44:11.203,OMPL_PLAN,OK,left,,pick(cube4) pregrasp,,RRTConnect,,83.0,138.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[-0.2994, 0.7112, -0.1971, -1.4462, 0.157, 2.1388, -1.0029]",0.8146,,,,,,,,,,,"{""path_length"": 0.8146, ""selected_goal_q"": [-0.299368443447985, 0.7111570855444365, -0.19706504961508584, -1.446160621376023, 0.15701949968225842, 2.1388011516545835, -1.0029004837228441]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:44:11.203
748,2026-05-27T19:44:34.767,OMPL_PLAN,START,left,,pick(cube4) grasp,,RRTConnect,,,,0.04,,,"[0.2469, -0.3138, 1.0639]",,,,0.04,"[-0.2998, 0.7204, -0.1968, -1.452, 0.1567, 2.1383, -1.0025]","[-0.3789, 0.9009, -0.0708, -1.496, 0.0758, 2.3999, -1.0747]",0.3699,,,,,"[""cube4""]",,,,,,"{""time_limit"": 6.0, ""start_q"": [-0.2998, 0.7204, -0.1968, -1.452, 0.1567, 2.1383, -1.0025], ""goal_q"": [-0.3789, 0.9009, -0.0708, -1.496, 0.0758, 2.3999, -1.0747], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,,,2026-05-27 19:44:34.767
749,2026-05-27T19:44:34.843,OMPL_PLAN,OK,left,,pick(cube4) grasp,,RRTConnect,,38.0,51.0,,,,"[0.2469, -0.3138, 1.0639]",,,,0.04,"[-0.2998, 0.7204, -0.1968, -1.452, 0.1567, 2.1383, -1.0025]","[-0.3789, 0.9009, -0.0708, -1.496, 0.0758, 2.3999, -1.0747]",0.3699,,,,,,,,,,,"{""path_length"": 0.3699, ""selected_goal_q"": [-0.37892145842837716, 0.900906989534988, -0.07082827443421028, -1.4959792055089673, 0.07583113939650135, 2.3999095353522444, -1.0746725783469857]}",align_cubes_group_no_obs_20260527_194118,align_cubes,group_no_obs,2026-05-27 19:41:18,True,align_cubes_group_no_obs_20260527_194118_events.csv,static,no_obs,,,,,,,success,,2026-05-27 19:44:34.843
55,2026-05-27T20:13:35.097,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2115, -0.0001, 1.0]",,,,0.04,"[0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0301,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:35.097
56,2026-05-27T20:13:35.187,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,5.0,60.0,,,,"[0.2115, -0.0001, 1.0]",,,,0.04,"[0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0301,,,,,,,,,,,"{""path_length"": 0.0301, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,success,,2026-05-27 20:13:35.187
109,2026-05-27T20:13:39.068,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:39.068
110,2026-05-27T20:13:39.157,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,39.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,success,,2026-05-27 20:13:39.157
160,2026-05-27T20:13:40.836,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:40.836
161,2026-05-27T20:13:40.926,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,47.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,success,,2026-05-27 20:13:40.926
248,2026-05-27T20:13:46.015,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:46.015
249,2026-05-27T20:13:46.107,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,62.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,success,,2026-05-27 20:13:46.107
300,2026-05-27T20:13:49.777,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:49.777
301,2026-05-27T20:13:49.861,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,54.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,success,,2026-05-27 20:13:49.861
351,2026-05-27T20:13:53.489,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:53.489
352,2026-05-27T20:13:53.561,OMPL_PLAN,OK,left,,recovery safe_hover,,RRTConnect,,2.0,32.0,,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,,,,,,,"{""path_length"": 0.0095, ""selected_goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,success,,2026-05-27 20:13:53.561
402,2026-05-27T20:13:57.286,OMPL_PLAN,START,left,,recovery safe_hover,,RRTConnect,,,,0.04,,,"[0.2078, -0.0001, 0.9882]",,,,0.04,"[0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75]","[0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75]",0.0095,,,,,[],,,,,,"{""time_limit"": 6.0, ""start_q"": [0.0, 0.5373, -0.0001, -1.9846, -0.0001, 2.4942, -0.75], ""goal_q"": [0.0, 0.529, 0.0, -1.98, 0.0, 2.495, -0.75], ""planner_attempts"": [""RRTConnect"", ""BITstar""], ""start_state_valid"": true, ""start_state_invalid_reason"": null}",align_cubes_group_no_obs_20260527_201219,align_cubes,group_no_obs,2026-05-27 20:12:19,True,align_cubes_group_no_obs_20260527_201219_events.csv,static,no_obs,,,,,,,,,2026-05-27 20:13:57.286
